,college_name,no_of_applications,no_of_apps_accepted,no_of_enrolled,PctTop10HS,PctTop25HS,no_of_FT,no_of_PT,outstate_tuition,room_board_cost,books_cost,personal_spending,pct_phd_faculty,pct_termianl_faculty,sf_ratio,pct_alumni_donors,exp_per_student,total_misc_cost,accept_rate,is_private,grad_rate_round
632,University of Mobile,0.007727074,0.009863661,0.036809816,0.168421053,0.494505495,0.040566277,0.013739409,0.196797521,0.299495586,0.202317291,0.145038168,0.56043956,0.513157895,0.378016086,0.0625,0.041962788,0.221218962,0.683382614,Yes,0.47
401,North Adams State College,0.03086664,0.035532028,0.032247916,0,0.10989011,0.039391823,0.006182734,0.165392562,0.401954603,0.180035651,0.114503817,0.626373626,0.618421053,0.313672922,0.265625,0.063641676,0.266365688,0.577764636,No,0.53
111,Claremont McKenna College,0.037052465,0.026468124,0.030202926,0.736842105,0.923076923,0.023743017,0,0.757231405,0.666771753,0.180035651,0.091603053,1,0.986842105,0.190348525,0.8125,0.287612872,0.439051919,0.305026611,Yes,0.87
508,Seton Hill College,0.017807677,0.027496382,0.025483719,0.242105263,0.516483516,0.019457847,0.009571788,0.459710744,0.378310214,0.113190731,0.267175573,0.692307692,0.618421053,0.233243968,0.578125,0.129677456,0.34537246,0.820579539,Yes,0.69
618,University of Maine at Presque Isle,0.007914523,0.011767842,0.031461381,0.094736842,0.340659341,0.026504571,0.022990611,0.220041322,0.291614124,0.135472371,0.217557252,0.648351648,0.565789474,0.340482574,0.171875,0.06073859,0.252257336,0.794795979,No,0.28
431,Pace University,0.170266386,0.140071597,0.233915369,0.378947368,0.67032967,0.179977146,0.200503778,0.44731405,0.532786885,0.251336898,0.132061069,0.901098901,0.934210526,0.302949062,0.15625,0.129564349,0.391083521,0.354464814,Yes,0.58
616,University of Maine at Farmington,0.023472809,0.027839135,0.063394683,0.2,0.428571429,0.056088116,0.015708725,0.23088843,0.345208071,0.157754011,0.213282443,0.648351648,0.671052632,0.35924933,0.40625,0.04761815,0.293115124,0.603429923,No,0.55
507,Seton Hall University,0.093620478,0.133026125,0.151801164,0.157894737,0.296703297,0.134744794,0.070025189,0.498966942,0.74148802,0.24688057,0.114503817,0.802197802,0.789473684,0.319034853,0.234375,0.129960224,0.526410835,0.738734477,Yes,0.61
590,University of Alabama at Birmingham,0.03574032,0.045243354,0.142048136,0.242105263,0.285714286,0.216512189,0.21511335,0.108471074,0.535151324,0.29144385,0.297709924,0.967032967,0.947368421,0.112600536,0.25,0.248194997,0.525395034,0.646599645,No,0.26
721,Wentworth Institute of Technology,0.029137942,0.045129104,0.06559698,0.052631579,0.175824176,0.089575927,0.026150676,0.387913223,0.673076923,0.33600713,0.102290076,0.021978022,0.578947368,0.345844504,0.125,0.276584915,0.490970655,0.821762271,Yes,0.61
38,Baylor University,0.124841189,0.200967324,0.366839704,0.347368421,0.626373626,0.31043677,0.022120449,0.212293388,0.337326608,0.22459893,0.167328244,0.692307692,0.684210526,0.428954424,0.59375,0.081380662,0.270428894,0.858663513,Yes,0.7
224,Gordon College,0.012350822,0.01877523,0.038854806,0.252631579,0.494505495,0.032122905,0.001740325,0.509297521,0.360970996,0.135472371,0.145038168,0.714285714,0.763157895,0.313672922,0.5,0.113861293,0.248306998,0.808752218,Yes,0.63
311,Livingstone College,0.01705788,0.015271536,0.028629857,0.221052632,0.417582418,0.015299644,0.00045798,0.106404959,0.255359395,0.31372549,0.099236641,0.494505495,0.907894737,0.211796247,0.25,0.114653044,0.183972912,0.438911886,Yes,0.92
549,SUNY at Binghamton,0.299543874,0.232081651,0.270882492,0.621052632,0.934065934,0.266791519,0.030684681,0.217458678,0.444199243,0.26916221,0.114503817,0.824175824,1,0.415549598,0.234375,0.091786529,0.319187359,0.321466588,No,0.79
206,Franklin Pierce College,0.106346198,0.167529896,0.064653138,0.021052632,0.054945055,0.05329482,0.054774445,0.56714876,0.44924338,0.180035651,0.083969466,0.461538462,0.421052632,0.404825737,0.25,0.060927102,0.27765237,0.836782969,Yes,0.46
606,University of Florida,0.25751359,0.333764948,0.564417178,0.557894737,0.835164835,0.772314627,0.150446531,0.24535124,0.378310214,0.237967914,0.195419847,0.879120879,0.960526316,0.292225201,0.3125,0.217750297,0.323927765,0.657007688,No,0.63
404,North Carolina Wesleyan College,0.015225043,0.023497601,0.025169105,0.063157895,0.164835165,0.016093195,0.003801237,0.304855372,0.386191677,0.22459893,0.159541985,0.758241758,0.697368421,0.273458445,0.171875,0.130148736,0.2996614,0.820816085,Yes,0.47
222,Goldey Beacom College,0.011496886,0.015081118,0.03916942,0.094736842,0.197802198,0.021711529,0.044057706,0.195247934,0.189943253,0.193850267,0.241221374,0.186813187,0.013157895,0.672922252,0.0625,0.054574245,0.211738149,0.691661739,Yes,0.29
83,Capitol College,0.000395726,0.000685505,0,0.094736842,0.472527473,0.004539106,0.01511335,0.313016529,0.162673392,0.090909091,0.287633588,0.021978022,0.342105263,0.257372654,0.375,0.090297284,0.200451467,0.881726789,Yes,0.47
247,Hillsdale College,0.017474434,0.025630284,0.049079755,0.357894737,0.626373626,0.031551549,0.001877719,0.45196281,0.460277427,0.135472371,0.076335878,0.791208791,0.736842105,0.254691689,0.484375,0.178200464,0.268623025,0.775044352,Yes,0.78
722,Wesley College,0.018724096,0.027991469,0.049551675,0.094736842,0.175824176,0.023266887,0.02047172,0.389979339,0.456179067,0.180035651,0.167938931,0.483516484,0.434210526,0.319034853,0.234375,0.057628141,0.34469526,0.791247782,Yes,0.83
300,Le Moyne College,0.028929665,0.042920253,0.061349693,0.210526316,0.736263736,0.053358304,0.025509503,0.449380165,0.482345523,0.135472371,0.099236641,0.89010989,0.894736842,0.289544236,0.4375,0.092974155,0.301354402,0.781904199,Yes,0.94
8,Albright College,0.019932102,0.029210145,0.030202926,0.305263158,0.593406593,0.026472829,0.013968399,0.684659091,0.412988651,0.090909091,0.038167939,0.78021978,0.789473684,0.235924933,0.359375,0.159443512,0.195259594,0.773270254,Yes,0.79
633,University of Montevallo,0.026451169,0.031228578,0.084159195,0.178947368,0.758241758,0.071292534,0.01511335,0.108471074,0.19703657,0.090909091,0.053435115,0.703296703,0.631578947,0.439678284,0.125,0.050841706,0.051918736,0.598225902,No,0.46
199,Florida State University,0.240976402,0.327938152,0.470033034,0.515789474,0.89010989,0.595702133,0.148431417,0.224173554,0.359394704,0.22459893,0.117557252,0.791208791,0.855263158,0.55227882,0.234375,0.076611307,0.249435666,0.698758131,No,0.54
372,Montana College of Mineral Sci. & Tech.,0.010226397,0.017975474,0.044832468,0.463157895,0.692307692,0.042248603,0.019006183,0.192820248,0.255359395,0.202317291,0.175572519,0.692307692,0.618421053,0.372654155,0.484375,0.055158633,0.212189616,0.942046127,No,0.72
244,Hartwick College,0.04169704,0.062952243,0.062136228,0.221052632,0.43956044,0.042058151,0.00302267,0.782024793,0.472887768,0.180035651,0.06870229,0.736263736,0.828947368,0.262734584,0.5,0.159085339,0.283295711,0.79668835,Yes,0.71
665,University of Southern Indiana,0.047862037,0.078490365,0.197734781,0.073684211,0.175824176,0.131538852,0.136111747,0.136002066,0.222572509,0.180035651,0.179389313,0.527472527,0.539473684,0.522788204,0.328125,0.016815277,0.185891648,0.8777055,No,0.31
140,Columbia University,0.139024847,0.070759388,0.131508573,0.810526316,0.956043956,0.102748857,0.002473094,0.841115702,0.769861286,0.202317291,0.007633588,0.978021978,0.973684211,0.091152815,0.328125,0.517522197,0.456433409,0.155174453,Yes,1
177,Eastern Illinois University,0.114885552,0.159227664,0.240679566,0.115789474,0.318681319,0.286376333,0.038653538,0.174070248,0.202711223,0.010695187,0.225954198,0.593406593,0.618421053,0.367292225,0.078125,0.047052614,0.163205418,0.71602602,No,0.74
379,Morningside College,0.010517985,0.017556554,0.032090609,0.157894737,0.296703297,0.025742763,0.010396153,0.422520661,0.299180328,0.180035651,0.114503817,0.43956044,0.578947368,0.28150134,0.5,0.092842197,0.192776524,0.893081017,Yes,0.52
20,Appalachian State University,0.150625872,0.174880037,0.294950448,0.2,0.593406593,0.311103352,0.047355164,0.230681818,0.119798235,0,0.267175573,0.824175824,0.947368421,0.423592493,0.21875,0.050295021,0.131602709,0.571614429,No,0.67
691,Ursuline College,0.005081957,0.007159723,0.008022652,0.210526316,0.417582418,0.017775521,0.03279139,0.375,0.381778058,0.157754011,0.076335878,0.340659341,0.592105263,0.214477212,0.234375,0.074990103,0.218058691,0.763453578,Yes,0.65
660,University of South Carolina at Aiken,0.01597484,0.018584812,0.053798962,0.136842105,0.164835165,0.054469274,0.064621021,0.178719008,0.202711223,0.180035651,0.190839695,0.593406593,0.5,0.329758713,0.046875,0.034855883,0.18013544,0.598344175,No,0.43
153,Daniel Webster College,0.010497157,0.016604463,0.018562215,0.115789474,0.230769231,0.010189182,0.024501946,0.514049587,0.497162673,0.180035651,0.038167939,0.582417582,0.486842105,0.528150134,0.15625,0.102871039,0.278103837,0.844352454,Yes,0.7
129,College of Saint Rose,0.018786579,0.02254551,0.033663678,0.231578947,0.527472527,0.04948578,0.040897641,0.395144628,0.612547289,0.31372549,0.190839695,0.637362637,0.618421053,0.316353887,0.4375,0.054630799,0.50744921,0.61620343,Yes,0.61
700,Virginia Union University,0.036781705,0.058572625,0.065754287,0.189473684,0.549450549,0.036788979,0.00302267,0.26053719,0.270176545,0.180035651,0.230992366,0.472527473,0.565789474,0.300268097,0.125,0.067317662,0.258126411,0.84825547,Yes,0.22
134,College of William and Mary,0.146543644,0.115545738,0.185936763,0.705263158,0.868131868,0.160201879,0.006091138,0.484504132,0.396910467,0.22459893,0.083969466,0.89010989,0.894736842,0.257372654,0.484375,0.119667465,0.251467269,0.333412182,No,0.93
570,Texas Christian University,0.083602358,0.11451748,0.182476011,0.336842105,0.604395604,0.156329355,0.030180902,0.317665289,0.242749054,0.24688057,0.328244275,0.802197802,0.907894737,0.329758713,0.359375,0.112579411,0.32731377,0.706564163,Yes,0.61
673,University of the Arts,0.018599129,0.024068855,0.040113261,0.042105263,0.142857143,0.031932453,0.001740325,0.525826446,0.327868852,0.536541889,0.06870229,0.087912088,0.460526316,0.134048257,0.140625,0.159386959,0.269751693,0.672146659,Yes,0.53
159,DePauw University,0.039843376,0.060324473,0.072361177,0.515789474,0.78021978,0.05853225,0.001602931,0.617768595,0.510718789,0.202317291,0.106870229,0.769230769,0.921052632,0.230563003,0.484375,0.157200219,0.344243792,0.799526907,Yes,0.81
754,Wisconsin Lutheran College,0.001478766,0.002132683,0.006292276,0.168421053,0.351648352,0.004539106,0.000961759,0.349173554,0.302648172,0.180035651,0.175572519,0.43956044,0.315789474,0.160857909,0.40625,0.108846872,0.240406321,0.8132466,Yes,0.45
180,Eckerd College,0.027929936,0.039492726,0.052068586,0.336842105,0.615384615,0.038852209,0.001007557,0.672520661,0.362547289,0.22459893,0.114503817,0.813186813,0.855263158,0.27613941,0.40625,0.222764718,0.249435666,0.739680662,Yes,0.55
